price,date
890.9963696005560,2017-03-27
884.6854169195780,2017-03-28
878.454101196145,2017-03-29
875.0327198713310,2017-03-30
868.5853817396560,2017-03-31
861.7119109928640,2017-04-03
848.5045660409370,2017-04-04
845.8092279797120,2017-04-05
845.3748126942030,2017-04-06
838.9788609775730,2017-04-07
835.8418915624180,2017-04-10
838.3031403731860,2017-04-11
833.5922324565210,2017-04-12
838.7055910991830,2017-04-13
836.7990624003990,2017-04-17
842.9857980646610,2017-04-18
847.5122866337880,2017-04-19
841.3587225596320,2017-04-20
837.8811131322090,2017-04-21
830.3634713282690,2017-04-24
830.9401803805030,2017-04-25
834.2683100939480,2017-04-26
840.5238381751420,2017-04-27
834.1928571940230,2017-04-28
835.3954476277580,2017-05-01
849.225318269104,2017-05-02
855.1505610577470,2017-05-03
860.8925758770650,2017-05-04
858.675987560645,2017-05-05
854.1551670259660,2017-05-08
845.8304457920900,2017-05-09
847.7225938692280,2017-05-10
849.1529421042080,2017-05-11
850.5698530579780,2017-05-12
846.245709171761,2017-05-15
854.6071404640900,2017-05-16
855.987095553387,2017-05-17
852.815159285229,2017-05-18
852.0329267235550,2017-05-19
849.1358052326000,2017-05-22
847.3882125943440,2017-05-23
850.3279900552250,2017-05-24
847.7868372116880,2017-05-25
848.8520475343130,2017-05-26
842.2496805102110,2017-05-30
841.1392076347130,2017-05-31
840.5805178630840,2017-06-01
830.0485804834340,2017-06-02
825.2575835141800,2017-06-05
835.822788366682,2017-06-06
831.0964808057760,2017-06-07
826.954656858358,2017-06-08
826.4840748973740,2017-06-09
830.488866069241,2017-06-12
825.4877566710020,2017-06-13
820.0718787070640,2017-06-14
824.4690248787390,2017-06-15
833.4693658340630,2017-06-16
828.3316019003140,2017-06-19
820.2802942097430,2017-06-20
818.7249486138310,2017-06-21
820.9457584704490,2017-06-22
816.7607721362690,2017-06-23
811.158830289898,2017-06-26
814.6007949558,2017-06-27
810.3443631683580,2017-06-28
806.4782329981650,2017-06-29
809.728070856749,2017-06-30
